symbol,feature,raw_col,ic_alpha_pearson,ic_alpha_spearman,ic_raw_spearman,lift_spearman
ETHUSDT,ref_realized_vol_1h,btc_realized_vol_1h,0.011210472555543026,0.026128736169208387,0.04199301671912575,-0.015864280549917367
ETHUSDT,beta_zscore_vs_ref,beta_zscore_vs_btc,0.001861554819331027,0.023067202938061235,-0.007662679419024083,0.03072988235708532
ETHUSDT,beta_short_vs_ref,beta_short_vs_btc,0.009560788328288059,0.019846948579116154,0.0027850717189330343,0.01706187686018312
ETHUSDT,idio_ret_12b_vs_ref,idio_ret_12b_vs_btc,0.011337582263945687,0.002688062526001852,-0.009092344613003603,0.011780407139005456
ETHUSDT,idio_ret_48b_vs_ref,idio_ret_48b_vs_btc,0.01996188674631034,-0.012242199412144704,-0.030502957149885577,0.01826075773774087
ETHUSDT,idio_vol_1h_vs_ref,idio_vol_1h_vs_btc,0.01786685687523226,0.029633445143542752,0.010843073342783617,0.018790371800759133
ETHUSDT,idio_vol_1d_vs_ref,idio_vol_1d_vs_btc,0.043205257773110295,0.04851009154354432,0.015621624341022586,0.03288846720252173
ETHUSDT,idio_vol_ratio_vs_ref,idio_vol_ratio_vs_btc,-0.007374050491270698,0.00431406126088718,0.011410365954657848,-0.007096304693770668
ETHUSDT,corr_1d_vs_ref,corr_1d_vs_btc,-0.03014919914725441,-0.021693032641433203,-0.014675041412749017,-0.007017991228684186
ETHUSDT,corr_change_3d_vs_ref,corr_change_3d_vs_btc,-0.02820831043350502,-0.026491214525999167,0.005993775402684628,-0.032484989928683795
ETHUSDT,tfi_diff_vs_ref,tfi_diff_vs_btc,0.033254975375560714,0.02819755851714686,0.010951954839036911,0.01724560367810995
ETHUSDT,signed_vol_z_diff_vs_ref,signed_vol_z_diff_vs_btc,0.000948556452546158,0.003981160217020382,0.0006091986220303524,0.003371961594990029
SOLUSDT,dom_level_vs_ref,dom_level_vs_btc,-0.05207843667774691,-0.06951535608509524,-0.06661695981127361,-0.0028983962738216296
SOLUSDT,dom_change_12b_vs_ref,dom_change_12b_vs_btc,-0.0076940643218618805,-0.01428511309793793,-0.007459903471551801,-0.00682520962638613
SOLUSDT,dom_change_48b_vs_ref,dom_change_48b_vs_btc,-0.02212223824130484,-0.03594918336825147,-0.027586049025371644,-0.008363134342879823
SOLUSDT,dom_change_288b_vs_ref,dom_change_288b_vs_btc,-0.020335800536330783,-0.039683182644159196,-0.037564343091539415,-0.0021188395526197806
SOLUSDT,dom_z_1d_vs_ref,dom_z_1d_vs_btc,-0.02674774648629485,-0.05250225414741944,-0.04646545860525005,-0.00603679554216939
SOLUSDT,dom_z_7d_vs_ref,dom_z_7d_vs_btc,-0.019629872062820165,-0.0448057648229686,-0.02250337547082316,-0.02230238935214544
SOLUSDT,ref_ret_12b,btc_ret_12b,0.028625845327484693,0.014731303016888278,0.003325616205254493,0.011405686811633786
SOLUSDT,ref_ret_48b,btc_ret_48b,0.03823665439787073,0.023148813517846673,0.011602813229884736,0.011546000287961936
SOLUSDT,ref_ema_slope_4h,btc_ema_slope_4h,0.037427972586899096,0.017006824897059264,0.006059554301132189,0.010947270595927075
SOLUSDT,ref_ema_diff_short_long,btc_ema_diff_short_long,0.03874959960934561,0.018116521726011383,0.00587845308465284,0.012238068641358544
SOLUSDT,ref_realized_vol_1h,btc_realized_vol_1h,0.025951245590428624,0.017912778094625468,0.02807673127451735,-0.010163953179891883
SOLUSDT,beta_zscore_vs_ref,beta_zscore_vs_btc,-0.01829739353863022,-0.008460604601498814,-0.009719532944972372,0.001258928343473558
SOLUSDT,beta_short_vs_ref,beta_short_vs_btc,-0.01665220303897939,-0.009977568346985943,-0.01779377894322771,0.007816210596241768
SOLUSDT,idio_ret_12b_vs_ref,idio_ret_12b_vs_btc,-0.014781201992544757,-0.024640917510576524,-0.008573769853408256,-0.016067147657168268
SOLUSDT,idio_ret_48b_vs_ref,idio_ret_48b_vs_btc,-0.03600638193105773,-0.048499479485527894,-0.0329854530244096,-0.015514026461118297
SOLUSDT,idio_vol_1h_vs_ref,idio_vol_1h_vs_btc,0.03046370526049197,0.023984496362983623,-0.0005892728187678745,0.024573769181751498
SOLUSDT,idio_vol_1d_vs_ref,idio_vol_1d_vs_btc,0.013501268001304995,0.02107888749294933,-0.024514178353469473,0.045593065846418805
SOLUSDT,idio_vol_ratio_vs_ref,idio_vol_ratio_vs_btc,0.010912562542542286,0.017146745582012138,0.020625148927263373,-0.0034784033452512353
SOLUSDT,corr_1d_vs_ref,corr_1d_vs_btc,-0.00021390138770063194,0.00843226819775692,0.009996983597258853,-0.0015647153995019328
SOLUSDT,corr_change_3d_vs_ref,corr_change_3d_vs_btc,0.007458844820729088,-0.000505136215405681,0.029581794083587912,-0.030086930298993595
SOLUSDT,tfi_diff_vs_ref,tfi_diff_vs_btc,0.00048032975185164967,-0.0028073331434181107,-0.00807329502164062,0.005265961878222508
SOLUSDT,signed_vol_z_diff_vs_ref,signed_vol_z_diff_vs_btc,-0.006560705331105762,-0.006249801538710913,-0.005792389471467988,-0.0004574120672429247
