open_time,period,macro_regime,trend_bucket,edge_bps,long_edge_bps,short_edge_bps,btc_ret_30d,model_bucket,pred_gap,long_ret3d,short_ret3d,long_trail3_resid,short_trail3_resid
2024-02-28 00:00:00+00:00,2024,bull,bull_deep,-1561.8594468105584,-616.6969519108534,-945.162494899705,0.3611238950503501,bull|conf_lo|long_normal|short_squeeze,0.5365539491176605,0.0690261044176707,0.269358522205073,-121.82566802948712,418.2278458029032
2024-10-21 16:00:00+00:00,2024,side,side_up,-1551.6343695344403,-1765.945330262184,214.3109607277438,0.0648294112805707,side|conf_lo|long_normal|short_normal,0.4804435968399048,1.0952249896793722,0.0677592172644043,371.0754821076989,119.1772980382666
2026-05-15 08:00:00+00:00,2026,side,side_up,-1547.9353652335703,-1520.6144750118256,-27.320890221744776,0.0939383048410831,side|conf_hi|long_normal|short_normal,1.0520747900009155,0.0467085495766184,-0.066474316936861,-713.124773465097,161.827951669693
2024-02-15 20:00:00+00:00,2024,bull,bull_deep,-1547.5039024022408,-445.9235072135925,-1101.5803951886485,0.2037460048555037,bull|conf_lo|long_normal|short_squeeze,0.460034966468811,0.0871878437283579,0.2010331716488138,621.944135054946,570.2028097584844
2025-04-25 16:00:00+00:00,2025H1,side,side_up,-1546.4819928456564,202.6693282823544,-1749.1513211280107,0.0969935588635788,side|conf_hi|long_normal|short_squeeze,1.09831440448761,0.0473537604456826,0.4204973932697673,37.75894303544192,233.07993076741693
2024-01-22 08:00:00+00:00,2024,side,side_down,-1538.8353492016904,-359.7218170762062,-1179.1135321254842,-0.0602569660934134,side|conf_hi|long_knife|short_squeeze,1.0045377612113953,-0.0804436879759982,0.25465574618533,-195.66950853914025,-225.5445229820907
2025-05-06 16:00:00+00:00,2025H1,bull,bull_mild,-1530.3792664781213,-1947.7590220049024,417.3797555267811,0.1463258057039116,bull|conf_hi|long_knife|short_normal,0.7825863063335419,-0.4265504194768875,-0.1328817349698356,-4732.683449983597,-456.832239869982
2025-09-25 16:00:00+00:00,2025H2,side,side_flat,-1510.7233147136867,300.0314731616527,-1810.7547878753396,0.0159084072450159,side|conf_lo|long_knife|short_squeeze,0.6817923486232758,-0.107667646273043,0.2106082399806254,-104.0814584121108,364.4375316798687
2024-08-10 04:00:00+00:00,2024,side,side_flat,-1510.177105665207,47.2800899296999,-1557.4571955949068,0.0485363435548675,side|conf_hi|long_normal|short_squeeze,0.8951715230941772,-0.011519078473722,0.2322041520647061,493.1113449856639,496.8744359211996
2024-12-03 08:00:00+00:00,2024,bull,bull_deep,-1509.0061456430703,-977.3462754674256,-531.6598701756448,0.3969555600064909,bull|conf_hi|long_normal|short_squeeze,0.8814961314201355,-0.021161498542167,0.1757240862803443,-102.56396606564522,476.5820565808099
2024-05-23 20:00:00+00:00,2024,side,side_flat,-1507.1866712969495,-948.1652365502669,-559.0214347466826,0.0047485040404466,side|conf_hi|long_normal|short_normal,0.7594565153121948,0.3198120042708969,0.0079478042175591,284.1560076922178,-3.717211075127125
